ID,Size,Maze Type,Orientation,Agent Type,Symmetry,Density,Dead Ends,Solution Path Length,Average Episodes
15x29_AB_1,"(15, 29)",AldousBroder,Vertical,Q-Student,0.08,0.55,30,38,78
15x29_AB_1,"(15, 29)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,30,38,255
15x29_AB_2,"(15, 29)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,30,52,245
15x29_AB_2,"(15, 29)",AldousBroder,Vertical,Q-Student,0.08,0.55,30,52,140
15x29_AB_2,"(15, 29)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,30,52,407
15x29_AB_3,"(15, 29)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,26,34,118
15x29_AB_3,"(15, 29)",AldousBroder,Vertical,Q-Student,0.08,0.55,26,34,69
15x29_AB_3,"(15, 29)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,26,34,259
15x29_BT_1,"(15, 29)",BinaryTree,Vertical,Q-Determinative,0.08,0.56,30,12,32
15x29_BT_1,"(15, 29)",BinaryTree,Vertical,Q-Student,0.08,0.56,30,12,132
15x29_BT_1,"(15, 29)",BinaryTree,Vertical,Q-Explorer,0.08,0.56,30,12,447
15x29_BT_2,"(15, 29)",BinaryTree,Vertical,Q-Determinative,0.08,0.56,27,12,37
15x29_BT_2,"(15, 29)",BinaryTree,Vertical,Q-Student,0.08,0.56,27,12,18
15x29_BT_2,"(15, 29)",BinaryTree,Vertical,Q-Explorer,0.08,0.56,27,12,94
15x29_BT_3,"(15, 29)",BinaryTree,Vertical,Q-Determinative,0.08,0.57,28,16,60
15x29_BT_3,"(15, 29)",BinaryTree,Vertical,Q-Student,0.08,0.57,28,16,168
15x29_BT_3,"(15, 29)",BinaryTree,Vertical,Q-Explorer,0.08,0.57,28,16,1950
15x29_DFS_1,"(15, 29)",DFS,Vertical,Q-Determinative,0.08,0.55,8,70,542
15x29_DFS_1,"(15, 29)",DFS,Vertical,Q-Student,0.08,0.55,8,70,166
15x29_DFS_1,"(15, 29)",DFS,Vertical,Q-Explorer,0.08,0.55,8,70,728
15x29_DFS_2,"(15, 29)",DFS,Vertical,Q-Determinative,0.08,0.55,15,48,216
15x29_DFS_2,"(15, 29)",DFS,Vertical,Q-Student,0.08,0.55,15,48,133
15x29_DFS_2,"(15, 29)",DFS,Vertical,Q-Explorer,0.08,0.55,15,48,335
15x29_DFS_3,"(15, 29)",DFS,Vertical,Q-Determinative,0.08,0.55,13,86,1292
15x29_DFS_3,"(15, 29)",DFS,Vertical,Q-Student,0.08,0.55,13,86,854
15x29_DFS_3,"(15, 29)",DFS,Vertical,Q-Explorer,0.08,0.55,13,86,968
15x31_AB_1,"(15, 31)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,35,30,124
15x31_AB_1,"(15, 31)",AldousBroder,Vertical,Q-Student,0.08,0.55,35,30,51
15x31_AB_1,"(15, 31)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,35,30,213
15x31_AB_2,"(15, 31)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,27,40,183
15x31_AB_2,"(15, 31)",AldousBroder,Vertical,Q-Student,0.08,0.55,27,40,75
15x31_AB_2,"(15, 31)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,27,40,288
15x31_AB_3,"(15, 31)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,30,52,257
15x31_AB_3,"(15, 31)",AldousBroder,Vertical,Q-Student,0.08,0.55,30,52,138
15x31_AB_3,"(15, 31)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,30,52,379
15x31_BT_1,"(15, 31)",BinaryTree,Vertical,Q-Determinative,0.08,0.57,28,22,80
15x31_BT_1,"(15, 31)",BinaryTree,Vertical,Q-Student,0.08,0.57,28,22,33
15x31_BT_1,"(15, 31)",BinaryTree,Vertical,Q-Explorer,0.08,0.57,28,22,176
15x31_BT_2,"(15, 31)",BinaryTree,Vertical,Q-Determinative,0.08,0.56,33,18,324
15x31_BT_2,"(15, 31)",BinaryTree,Vertical,Q-Student,0.08,0.56,33,14,1106
15x31_BT_2,"(15, 31)",BinaryTree,Vertical,Q-Explorer,0.08,0.56,33,14,1159
15x31_BT_3,"(15, 31)",BinaryTree,Vertical,Q-Determinative,0.08,0.55,25,18,76
15x31_BT_3,"(15, 31)",BinaryTree,Vertical,Q-Student,0.08,0.55,25,14,1040
15x31_BT_3,"(15, 31)",BinaryTree,Vertical,Q-Explorer,0.08,0.55,25,14,2070
15x31_DFS_1,"(15, 31)",DFS,Vertical,Q-Determinative,0.08,0.55,15,70,376
15x31_DFS_1,"(15, 31)",DFS,Vertical,Q-Student,0.08,0.55,15,70,325
15x31_DFS_1,"(15, 31)",DFS,Vertical,Q-Explorer,0.08,0.55,15,70,628
15x31_DFS_2,"(15, 31)",DFS,Vertical,Q-Determinative,0.08,0.55,17,70,588
15x31_DFS_2,"(15, 31)",DFS,Vertical,Q-Student,0.08,0.55,17,70,258
15x31_DFS_2,"(15, 31)",DFS,Vertical,Q-Explorer,0.08,0.55,17,70,842
15x31_DFS_3,"(15, 31)",DFS,Vertical,Q-Determinative,0.08,0.55,15,48,268
15x31_DFS_3,"(15, 31)",DFS,Vertical,Q-Student,0.08,0.55,15,48,128
15x31_DFS_3,"(15, 31)",DFS,Vertical,Q-Explorer,0.08,0.55,15,48,326
17x11_AB_1,"(17, 11)",AldousBroder,Horizontal,Q-Determinative,0.25,0.58,14,20,64
17x11_AB_1,"(17, 11)",AldousBroder,Horizontal,Q-Student,0.25,0.58,14,20,28
17x11_AB_1,"(17, 11)",AldousBroder,Horizontal,Q-Explorer,0.25,0.58,14,20,143
17x11_AB_2,"(17, 11)",AldousBroder,Horizontal,Q-Determinative,0.16,0.58,9,28,114
17x11_AB_2,"(17, 11)",AldousBroder,Horizontal,Q-Student,0.16,0.58,9,28,48
17x11_AB_2,"(17, 11)",AldousBroder,Horizontal,Q-Explorer,0.16,0.58,9,28,208
17x11_AB_3,"(17, 11)",AldousBroder,Horizontal,Q-Determinative,0.19,0.58,13,22,85
17x11_AB_3,"(17, 11)",AldousBroder,Horizontal,Q-Student,0.19,0.58,13,22,31
17x11_AB_3,"(17, 11)",AldousBroder,Horizontal,Q-Explorer,0.19,0.58,13,22,171
17x11_BT_1,"(17, 11)",BinaryTree,Horizontal,Q-Determinative,0.13,0.58,14,18,68
17x11_BT_1,"(17, 11)",BinaryTree,Horizontal,Q-Student,0.13,0.58,14,18,25
17x11_BT_1,"(17, 11)",BinaryTree,Horizontal,Q-Explorer,0.13,0.58,14,18,155
17x11_BT_2,"(17, 11)",BinaryTree,Horizontal,Q-Determinative,0.31,0.58,10,8,13
17x11_BT_2,"(17, 11)",BinaryTree,Horizontal,Q-Student,0.31,0.58,10,8,10
17x11_BT_2,"(17, 11)",BinaryTree,Horizontal,Q-Explorer,0.31,0.58,10,8,58
17x11_BT_3,"(17, 11)",BinaryTree,Horizontal,Q-Determinative,0.19,0.58,11,16,56
17x11_BT_3,"(17, 11)",BinaryTree,Horizontal,Q-Student,0.19,0.58,11,16,20
17x11_BT_3,"(17, 11)",BinaryTree,Horizontal,Q-Explorer,0.19,0.58,11,16,124
17x11_DFS_1,"(17, 11)",DFS,Horizontal,Q-Determinative,0.22,0.58,7,18,74
17x11_DFS_1,"(17, 11)",DFS,Horizontal,Q-Student,0.22,0.58,7,18,24
17x11_DFS_1,"(17, 11)",DFS,Horizontal,Q-Explorer,0.22,0.58,7,18,135
17x11_DFS_2,"(17, 11)",DFS,Horizontal,Q-Determinative,0.19,0.58,5,32,156
17x11_DFS_2,"(17, 11)",DFS,Horizontal,Q-Student,0.19,0.58,5,32,53
17x11_DFS_2,"(17, 11)",DFS,Horizontal,Q-Explorer,0.19,0.58,5,32,223
17x11_DFS_3,"(17, 11)",DFS,Horizontal,Q-Determinative,0.16,0.58,6,12,33
17x11_DFS_3,"(17, 11)",DFS,Horizontal,Q-Student,0.16,0.58,6,12,12
17x11_DFS_3,"(17, 11)",DFS,Horizontal,Q-Explorer,0.16,0.58,6,12,86
17x13_AB_1,"(17, 13)",AldousBroder,Horizontal,Q-Determinative,0.1,0.57,17,16,55
17x13_AB_1,"(17, 13)",AldousBroder,Horizontal,Q-Student,0.1,0.57,17,16,21
17x13_AB_1,"(17, 13)",AldousBroder,Horizontal,Q-Explorer,0.1,0.57,17,16,112
17x13_AB_2,"(17, 13)",AldousBroder,Horizontal,Q-Determinative,0.1,0.57,13,38,180
17x13_AB_2,"(17, 13)",AldousBroder,Horizontal,Q-Student,0.1,0.57,13,38,82
17x13_AB_2,"(17, 13)",AldousBroder,Horizontal,Q-Explorer,0.1,0.57,13,38,289
17x13_AB_3,"(17, 13)",AldousBroder,Horizontal,Q-Determinative,0.1,0.57,14,18,78
17x13_AB_3,"(17, 13)",AldousBroder,Horizontal,Q-Student,0.1,0.57,14,18,25
17x13_AB_3,"(17, 13)",AldousBroder,Horizontal,Q-Explorer,0.1,0.57,14,18,149
17x13_BT_1,"(17, 13)",BinaryTree,Horizontal,Q-Determinative,0.1,0.57,13,8,14
17x13_BT_1,"(17, 13)",BinaryTree,Horizontal,Q-Student,0.1,0.57,13,8,11
17x13_BT_1,"(17, 13)",BinaryTree,Horizontal,Q-Explorer,0.1,0.57,13,8,39
17x13_BT_2,"(17, 13)",BinaryTree,Horizontal,Q-Determinative,0.1,0.57,12,28,143
17x13_BT_2,"(17, 13)",BinaryTree,Horizontal,Q-Student,0.1,0.57,12,28,39
17x13_BT_2,"(17, 13)",BinaryTree,Horizontal,Q-Explorer,0.1,0.57,12,28,240
17x13_BT_3,"(17, 13)",BinaryTree,Horizontal,Q-Determinative,0.1,0.58,12,20,64
17x13_BT_3,"(17, 13)",BinaryTree,Horizontal,Q-Student,0.1,0.58,12,20,26
17x13_BT_3,"(17, 13)",BinaryTree,Horizontal,Q-Explorer,0.1,0.58,12,20,151
17x13_DFS_1,"(17, 13)",DFS,Horizontal,Q-Determinative,0.1,0.57,7,66,338
17x13_DFS_1,"(17, 13)",DFS,Horizontal,Q-Student,0.1,0.57,7,66,321
17x13_DFS_1,"(17, 13)",DFS,Horizontal,Q-Explorer,0.1,0.57,7,66,591
17x13_DFS_2,"(17, 13)",DFS,Horizontal,Q-Determinative,0.1,0.57,9,32,128
17x13_DFS_2,"(17, 13)",DFS,Horizontal,Q-Student,0.1,0.57,9,32,50
17x13_DFS_2,"(17, 13)",DFS,Horizontal,Q-Explorer,0.1,0.57,9,32,259
17x13_DFS_3,"(17, 13)",DFS,Horizontal,Q-Determinative,0.1,0.57,6,58,279
17x13_DFS_3,"(17, 13)",DFS,Horizontal,Q-Student,0.1,0.57,6,58,160
17x13_DFS_3,"(17, 13)",DFS,Horizontal,Q-Explorer,0.1,0.57,6,58,429
17x15_AB_1,"(17, 15)",AldousBroder,Horizontal,Q-Determinative,0.15,0.56,17,26,97
17x15_AB_1,"(17, 15)",AldousBroder,Horizontal,Q-Student,0.15,0.56,17,26,45
17x15_AB_1,"(17, 15)",AldousBroder,Horizontal,Q-Explorer,0.15,0.56,17,26,187
17x15_AB_2,"(17, 15)",AldousBroder,Horizontal,Q-Determinative,0.24,0.56,17,30,96
17x15_AB_2,"(17, 15)",AldousBroder,Horizontal,Q-Student,0.24,0.56,17,30,57
17x15_AB_2,"(17, 15)",AldousBroder,Horizontal,Q-Explorer,0.24,0.56,17,30,243
17x15_AB_3,"(17, 15)",AldousBroder,Horizontal,Q-Determinative,0.12,0.56,16,30,118
17x15_AB_3,"(17, 15)",AldousBroder,Horizontal,Q-Student,0.12,0.56,16,30,49
17x15_AB_3,"(17, 15)",AldousBroder,Horizontal,Q-Explorer,0.12,0.56,16,30,195
17x15_BT_1,"(17, 15)",BinaryTree,Horizontal,Q-Determinative,0.09,0.57,14,14,33
17x15_BT_1,"(17, 15)",BinaryTree,Horizontal,Q-Student,0.09,0.57,14,14,19
17x15_BT_1,"(17, 15)",BinaryTree,Horizontal,Q-Explorer,0.09,0.57,14,14,87
17x15_BT_2,"(17, 15)",BinaryTree,Horizontal,Q-Determinative,0.21,0.58,16,10,23
17x15_BT_2,"(17, 15)",BinaryTree,Horizontal,Q-Student,0.21,0.58,16,10,14
17x15_BT_2,"(17, 15)",BinaryTree,Horizontal,Q-Explorer,0.21,0.58,16,10,60
17x15_BT_3,"(17, 15)",BinaryTree,Horizontal,Q-Determinative,0.18,0.57,14,10,16
17x15_BT_3,"(17, 15)",BinaryTree,Horizontal,Q-Student,0.18,0.57,14,10,13
17x15_BT_3,"(17, 15)",BinaryTree,Horizontal,Q-Explorer,0.18,0.57,14,10,48
17x15_DFS_1,"(17, 15)",DFS,Horizontal,Q-Determinative,0.12,0.56,5,82,807
17x15_DFS_1,"(17, 15)",DFS,Horizontal,Q-Student,0.12,0.56,5,82,588
17x15_DFS_1,"(17, 15)",DFS,Horizontal,Q-Explorer,0.12,0.56,5,82,1547
17x15_DFS_2,"(17, 15)",DFS,Horizontal,Q-Determinative,0.12,0.56,7,70,332
17x15_DFS_2,"(17, 15)",DFS,Horizontal,Q-Student,0.12,0.56,7,70,301
17x15_DFS_2,"(17, 15)",DFS,Horizontal,Q-Explorer,0.12,0.56,7,70,712
17x15_DFS_3,"(17, 15)",DFS,Horizontal,Q-Determinative,0.12,0.56,9,24,100
17x15_DFS_3,"(17, 15)",DFS,Horizontal,Q-Student,0.12,0.56,9,24,35
17x15_DFS_3,"(17, 15)",DFS,Horizontal,Q-Explorer,0.12,0.56,9,24,198
17x17_AB_1,"(17, 17)",AldousBroder,Square,Q-Determinative,0.09,0.56,16,52,214
17x17_AB_1,"(17, 17)",AldousBroder,Square,Q-Student,0.09,0.56,16,52,104
17x17_AB_1,"(17, 17)",AldousBroder,Square,Q-Explorer,0.09,0.56,16,52,369
17x17_AB_2,"(17, 17)",AldousBroder,Square,Q-Determinative,0.09,0.56,20,18,69
17x17_AB_2,"(17, 17)",AldousBroder,Square,Q-Student,0.09,0.56,20,18,26
17x17_AB_2,"(17, 17)",AldousBroder,Square,Q-Explorer,0.09,0.56,20,18,126
17x17_AB_3,"(17, 17)",AldousBroder,Square,Q-Determinative,0.09,0.56,19,32,144
17x17_AB_3,"(17, 17)",AldousBroder,Square,Q-Student,0.09,0.56,19,32,48
17x17_AB_3,"(17, 17)",AldousBroder,Square,Q-Explorer,0.09,0.56,19,32,255
17x17_BT_1,"(17, 17)",BinaryTree,Square,Q-Determinative,0.09,0.57,19,14,35
17x17_BT_1,"(17, 17)",BinaryTree,Square,Q-Student,0.09,0.57,19,14,17
17x17_BT_1,"(17, 17)",BinaryTree,Square,Q-Explorer,0.09,0.57,19,14,76
17x17_BT_2,"(17, 17)",BinaryTree,Square,Q-Determinative,0.09,0.57,20,34,137
17x17_BT_2,"(17, 17)",BinaryTree,Square,Q-Student,0.09,0.57,20,34,55
17x17_BT_2,"(17, 17)",BinaryTree,Square,Q-Explorer,0.09,0.57,20,34,228
17x17_BT_3,"(17, 17)",BinaryTree,Square,Q-Determinative,0.09,0.58,19,12,28
17x17_BT_3,"(17, 17)",BinaryTree,Square,Q-Student,0.09,0.58,19,12,15
17x17_BT_3,"(17, 17)",BinaryTree,Square,Q-Explorer,0.09,0.58,19,12,56
17x17_DFS_1,"(17, 17)",DFS,Square,Q-Determinative,0.09,0.56,6,26,100
17x17_DFS_1,"(17, 17)",DFS,Square,Q-Student,0.09,0.56,6,26,41
17x17_DFS_1,"(17, 17)",DFS,Square,Q-Explorer,0.09,0.56,6,26,214
17x17_DFS_2,"(17, 17)",DFS,Square,Q-Determinative,0.09,0.56,7,34,152
17x17_DFS_2,"(17, 17)",DFS,Square,Q-Student,0.09,0.56,7,34,58
17x17_DFS_2,"(17, 17)",DFS,Square,Q-Explorer,0.09,0.56,7,34,266
17x17_DFS_3,"(17, 17)",DFS,Square,Q-Determinative,0.09,0.56,7,86,2148
17x17_DFS_3,"(17, 17)",DFS,Square,Q-Student,0.09,0.56,7,86,828
17x17_DFS_3,"(17, 17)",DFS,Square,Q-Explorer,0.09,0.56,7,86,1016
17x19_AB_1,"(17, 19)",AldousBroder,Vertical,Q-Determinative,0.17,0.56,24,24,78
17x19_AB_1,"(17, 19)",AldousBroder,Vertical,Q-Student,0.17,0.56,24,24,41
17x19_AB_1,"(17, 19)",AldousBroder,Vertical,Q-Explorer,0.17,0.56,24,24,198
17x19_AB_2,"(17, 19)",AldousBroder,Vertical,Q-Determinative,0.11,0.56,22,18,69
17x19_AB_2,"(17, 19)",AldousBroder,Vertical,Q-Student,0.11,0.56,22,18,29
17x19_AB_2,"(17, 19)",AldousBroder,Vertical,Q-Explorer,0.11,0.56,22,18,154
17x19_AB_3,"(17, 19)",AldousBroder,Vertical,Q-Determinative,0.11,0.56,21,18,62
17x19_AB_3,"(17, 19)",AldousBroder,Vertical,Q-Student,0.11,0.56,21,18,26
17x19_AB_3,"(17, 19)",AldousBroder,Vertical,Q-Explorer,0.11,0.56,21,18,151
17x19_BT_1,"(17, 19)",BinaryTree,Vertical,Q-Determinative,0.09,0.56,22,12,36
17x19_BT_1,"(17, 19)",BinaryTree,Vertical,Q-Student,0.09,0.56,22,12,15
17x19_BT_1,"(17, 19)",BinaryTree,Vertical,Q-Explorer,0.09,0.56,22,12,87
17x19_BT_2,"(17, 19)",BinaryTree,Vertical,Q-Determinative,0.09,0.56,21,20,58
17x19_BT_2,"(17, 19)",BinaryTree,Vertical,Q-Student,0.09,0.56,21,20,35
17x19_BT_2,"(17, 19)",BinaryTree,Vertical,Q-Explorer,0.09,0.56,21,20,147
17x19_BT_3,"(17, 19)",BinaryTree,Vertical,Q-Determinative,0.09,0.56,20,12,31
17x19_BT_3,"(17, 19)",BinaryTree,Vertical,Q-Student,0.09,0.56,20,12,15
17x19_BT_3,"(17, 19)",BinaryTree,Vertical,Q-Explorer,0.09,0.56,20,12,88
17x19_DFS_1,"(17, 19)",DFS,Vertical,Q-Determinative,0.11,0.56,12,46,173
17x19_DFS_1,"(17, 19)",DFS,Vertical,Q-Student,0.11,0.56,12,46,93
17x19_DFS_1,"(17, 19)",DFS,Vertical,Q-Explorer,0.11,0.56,12,46,332
17x19_DFS_2,"(17, 19)",DFS,Vertical,Q-Determinative,0.09,0.56,11,46,209
17x19_DFS_2,"(17, 19)",DFS,Vertical,Q-Student,0.09,0.56,11,46,83
17x19_DFS_2,"(17, 19)",DFS,Vertical,Q-Explorer,0.09,0.56,11,46,306
17x19_DFS_3,"(17, 19)",DFS,Vertical,Q-Determinative,0.09,0.56,8,78,842
17x19_DFS_3,"(17, 19)",DFS,Vertical,Q-Student,0.09,0.56,8,78,405
17x19_DFS_3,"(17, 19)",DFS,Vertical,Q-Explorer,0.09,0.56,8,78,887
17x21_AB_1,"(17, 21)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,28,54,237
17x21_AB_1,"(17, 21)",AldousBroder,Vertical,Q-Student,0.08,0.55,28,54,135
17x21_AB_1,"(17, 21)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,28,54,400
17x21_AB_2,"(17, 21)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,24,50,224
17x21_AB_2,"(17, 21)",AldousBroder,Vertical,Q-Student,0.08,0.55,24,50,111
17x21_AB_2,"(17, 21)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,24,50,408
17x21_AB_3,"(17, 21)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,25,26,115
17x21_AB_3,"(17, 21)",AldousBroder,Vertical,Q-Student,0.08,0.55,25,26,42
17x21_AB_3,"(17, 21)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,25,26,196
17x21_BT_1,"(17, 21)",BinaryTree,Vertical,Q-Determinative,0.08,0.57,21,18,47
17x21_BT_1,"(17, 21)",BinaryTree,Vertical,Q-Student,0.08,0.57,21,18,24
17x21_BT_1,"(17, 21)",BinaryTree,Vertical,Q-Explorer,0.08,0.57,21,18,115
17x21_BT_2,"(17, 21)",BinaryTree,Vertical,Q-Determinative,0.08,0.55,20,20,81
17x21_BT_2,"(17, 21)",BinaryTree,Vertical,Q-Student,0.08,0.55,20,20,38
17x21_BT_2,"(17, 21)",BinaryTree,Vertical,Q-Explorer,0.08,0.55,20,20,148
17x21_BT_3,"(17, 21)",BinaryTree,Vertical,Q-Determinative,0.08,0.56,27,14,34
17x21_BT_3,"(17, 21)",BinaryTree,Vertical,Q-Student,0.08,0.56,27,14,22
17x21_BT_3,"(17, 21)",BinaryTree,Vertical,Q-Explorer,0.08,0.56,27,14,83
17x21_DFS_1,"(17, 21)",DFS,Vertical,Q-Determinative,0.08,0.55,8,66,3345
17x21_DFS_1,"(17, 21)",DFS,Vertical,Q-Student,0.08,0.55,8,66,3507
17x21_DFS_1,"(17, 21)",DFS,Vertical,Q-Explorer,0.08,0.55,8,66,3571
17x21_DFS_2,"(17, 21)",DFS,Vertical,Q-Determinative,0.08,0.55,10,92,1489
17x21_DFS_2,"(17, 21)",DFS,Vertical,Q-Student,0.08,0.55,10,92,1420
17x21_DFS_2,"(17, 21)",DFS,Vertical,Q-Explorer,0.08,0.55,10,92,1876
17x21_DFS_3,"(17, 21)",DFS,Vertical,Q-Determinative,0.08,0.55,11,82,299
17x21_DFS_3,"(17, 21)",DFS,Vertical,Q-Student,0.08,0.55,11,82,393
17x21_DFS_3,"(17, 21)",DFS,Vertical,Q-Explorer,0.08,0.55,11,82,1086
17x23_AB_1,"(17, 23)",AldousBroder,Vertical,Q-Determinative,0.11,0.55,26,36,162
17x23_AB_1,"(17, 23)",AldousBroder,Vertical,Q-Student,0.11,0.55,26,36,59
17x23_AB_1,"(17, 23)",AldousBroder,Vertical,Q-Explorer,0.11,0.55,26,36,277
17x23_AB_2,"(17, 23)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,28,30,129
17x23_AB_2,"(17, 23)",AldousBroder,Vertical,Q-Student,0.08,0.55,28,30,51
17x23_AB_2,"(17, 23)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,28,30,230
17x23_AB_3,"(17, 23)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,29,44,185
17x23_AB_3,"(17, 23)",AldousBroder,Vertical,Q-Student,0.08,0.55,29,44,105
17x23_AB_3,"(17, 23)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,29,44,294
17x23_BT_1,"(17, 23)",BinaryTree,Vertical,Q-Determinative,0.08,0.54,19,15,2132
17x23_BT_1,"(17, 23)",BinaryTree,Vertical,Q-Student,0.08,0.54,19,26,457
17x23_BT_1,"(17, 23)",BinaryTree,Vertical,Q-Explorer,0.08,0.54,19,26,463
17x23_BT_2,"(17, 23)",BinaryTree,Vertical,Q-Determinative,0.11,0.54,25,22,88
17x23_BT_2,"(17, 23)",BinaryTree,Vertical,Q-Student,0.11,0.54,25,22,40
17x23_BT_2,"(17, 23)",BinaryTree,Vertical,Q-Explorer,0.11,0.54,25,22,185
17x23_BT_3,"(17, 23)",BinaryTree,Vertical,Q-Determinative,0.08,0.55,26,20,1075
17x23_BT_3,"(17, 23)",BinaryTree,Vertical,Q-Student,0.08,0.55,26,20,117
17x23_BT_3,"(17, 23)",BinaryTree,Vertical,Q-Explorer,0.08,0.55,26,20,363
17x23_DFS_1,"(17, 23)",DFS,Vertical,Q-Determinative,0.08,0.55,11,100,1733
17x23_DFS_1,"(17, 23)",DFS,Vertical,Q-Student,0.08,0.55,11,80,2165
17x23_DFS_1,"(17, 23)",DFS,Vertical,Q-Explorer,0.08,0.55,11,100,1740
17x23_DFS_2,"(17, 23)",DFS,Vertical,Q-Determinative,0.08,0.55,13,64,369
17x23_DFS_2,"(17, 23)",DFS,Vertical,Q-Student,0.08,0.55,13,64,254
17x23_DFS_2,"(17, 23)",DFS,Vertical,Q-Explorer,0.08,0.55,13,64,560
17x23_DFS_3,"(17, 23)",DFS,Vertical,Q-Determinative,0.08,0.55,15,62,4033
17x23_DFS_3,"(17, 23)",DFS,Vertical,Q-Student,0.08,0.55,15,83,2810
17x23_DFS_3,"(17, 23)",DFS,Vertical,Q-Explorer,0.08,0.55,15,104,2936
17x25_AB_1,"(17, 25)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,31,62,285
17x25_AB_1,"(17, 25)",AldousBroder,Vertical,Q-Student,0.08,0.55,31,62,279
17x25_AB_1,"(17, 25)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,31,62,559
17x25_AB_2,"(17, 25)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,30,28,115
17x25_AB_2,"(17, 25)",AldousBroder,Vertical,Q-Student,0.08,0.55,30,28,52
17x25_AB_2,"(17, 25)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,30,28,207
17x25_AB_3,"(17, 25)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,26,32,144
17x25_AB_3,"(17, 25)",AldousBroder,Vertical,Q-Student,0.08,0.55,26,32,54
17x25_AB_3,"(17, 25)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,26,32,241
17x25_BT_1,"(17, 25)",BinaryTree,Vertical,Q-Determinative,0.08,0.55,25,14,44
17x25_BT_1,"(17, 25)",BinaryTree,Vertical,Q-Student,0.08,0.55,25,14,18
17x25_BT_1,"(17, 25)",BinaryTree,Vertical,Q-Explorer,0.08,0.55,25,14,86
17x25_BT_2,"(17, 25)",BinaryTree,Vertical,Q-Determinative,0.08,0.57,30,28,122
17x25_BT_2,"(17, 25)",BinaryTree,Vertical,Q-Student,0.08,0.57,30,28,42
17x25_BT_2,"(17, 25)",BinaryTree,Vertical,Q-Explorer,0.08,0.57,30,28,201
17x25_BT_3,"(17, 25)",BinaryTree,Vertical,Q-Determinative,0.08,0.55,31,16,53
17x25_BT_3,"(17, 25)",BinaryTree,Vertical,Q-Student,0.08,0.55,31,16,30
17x25_BT_3,"(17, 25)",BinaryTree,Vertical,Q-Explorer,0.08,0.55,31,16,146
17x25_DFS_1,"(17, 25)",DFS,Vertical,Q-Determinative,0.08,0.55,8,78,2420
17x25_DFS_1,"(17, 25)",DFS,Vertical,Q-Student,0.08,0.55,8,98,1310
17x25_DFS_1,"(17, 25)",DFS,Vertical,Q-Explorer,0.08,0.55,8,98,1645
17x25_DFS_2,"(17, 25)",DFS,Vertical,Q-Determinative,0.08,0.55,12,70,408
17x25_DFS_2,"(17, 25)",DFS,Vertical,Q-Student,0.08,0.55,12,70,479
17x25_DFS_2,"(17, 25)",DFS,Vertical,Q-Explorer,0.08,0.55,12,70,793
17x25_DFS_3,"(17, 25)",DFS,Vertical,Q-Determinative,0.08,0.55,10,22,69
17x25_DFS_3,"(17, 25)",DFS,Vertical,Q-Student,0.08,0.55,10,22,32
17x25_DFS_3,"(17, 25)",DFS,Vertical,Q-Explorer,0.08,0.55,10,22,200
17x27_AB_1,"(17, 27)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,25,38,172
17x27_AB_1,"(17, 27)",AldousBroder,Vertical,Q-Student,0.08,0.55,25,38,88
17x27_AB_1,"(17, 27)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,25,38,279
17x27_AB_2,"(17, 27)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,32,66,312
17x27_AB_2,"(17, 27)",AldousBroder,Vertical,Q-Student,0.08,0.55,32,66,244
17x27_AB_2,"(17, 27)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,32,66,740
17x27_AB_3,"(17, 27)",AldousBroder,Vertical,Q-Determinative,0.08,0.55,29,50,232
17x27_AB_3,"(17, 27)",AldousBroder,Vertical,Q-Student,0.08,0.55,29,50,104
17x27_AB_3,"(17, 27)",AldousBroder,Vertical,Q-Explorer,0.08,0.55,29,50,345
17x27_BT_1,"(17, 27)",BinaryTree,Vertical,Q-Determinative,0.08,0.56,27,14,35
