ID,Size,Maze Type,Orientation,Agent Type,Symmetry,Density,Dead Ends,Solution Path Length,Average Episodes
27x19_AB_3,"(27, 19)",AldousBroder,Horizontal,Q-Student,0.1,0.55,34,36,71
27x19_AB_3,"(27, 19)",AldousBroder,Horizontal,Q-Explorer,0.1,0.55,34,36,253
27x19_BT_1,"(27, 19)",BinaryTree,Horizontal,Q-Determinative,0.06,0.55,32,14,48
27x19_BT_1,"(27, 19)",BinaryTree,Horizontal,Q-Student,0.06,0.55,32,14,18
27x19_BT_1,"(27, 19)",BinaryTree,Horizontal,Q-Explorer,0.06,0.55,32,14,92
27x19_BT_2,"(27, 19)",BinaryTree,Horizontal,Q-Determinative,0.14,0.55,32,16,59
27x19_BT_2,"(27, 19)",BinaryTree,Horizontal,Q-Student,0.14,0.55,32,16,29
27x19_BT_2,"(27, 19)",BinaryTree,Horizontal,Q-Explorer,0.14,0.55,32,16,135
27x19_BT_3,"(27, 19)",BinaryTree,Horizontal,Q-Determinative,0.06,0.55,34,14,42
27x19_BT_3,"(27, 19)",BinaryTree,Horizontal,Q-Student,0.06,0.55,34,14,19
27x19_BT_3,"(27, 19)",BinaryTree,Horizontal,Q-Explorer,0.06,0.55,34,14,94
27x19_DFS_1,"(27, 19)",DFS,Horizontal,Q-Determinative,0.12,0.55,13,28,106
27x19_DFS_1,"(27, 19)",DFS,Horizontal,Q-Student,0.12,0.55,13,28,50
27x19_DFS_1,"(27, 19)",DFS,Horizontal,Q-Explorer,0.12,0.55,13,28,193
27x19_DFS_2,"(27, 19)",DFS,Horizontal,Q-Determinative,0.08,0.55,16,48,4443
27x19_DFS_2,"(27, 19)",DFS,Horizontal,Q-Student,0.08,0.55,16,48,3731
27x19_DFS_2,"(27, 19)",DFS,Horizontal,Q-Explorer,0.08,0.55,16,48,4367
27x19_DFS_3,"(27, 19)",DFS,Horizontal,Q-Determinative,0.08,0.55,12,42,170
27x19_DFS_3,"(27, 19)",DFS,Horizontal,Q-Student,0.08,0.55,12,42,70
27x19_DFS_3,"(27, 19)",DFS,Horizontal,Q-Explorer,0.08,0.55,12,42,295
27x21_AB_1,"(27, 21)",AldousBroder,Horizontal,Q-Determinative,0.06,0.54,40,26,98
27x21_AB_1,"(27, 21)",AldousBroder,Horizontal,Q-Student,0.06,0.54,40,26,43
27x21_AB_1,"(27, 21)",AldousBroder,Horizontal,Q-Explorer,0.06,0.54,40,26,217
27x21_AB_2,"(27, 21)",AldousBroder,Horizontal,Q-Determinative,0.06,0.54,35,46,189
27x21_AB_2,"(27, 21)",AldousBroder,Horizontal,Q-Student,0.06,0.54,35,46,91
27x21_AB_2,"(27, 21)",AldousBroder,Horizontal,Q-Explorer,0.06,0.54,35,46,290
27x21_AB_3,"(27, 21)",AldousBroder,Horizontal,Q-Determinative,0.06,0.54,40,22,96
27x21_AB_3,"(27, 21)",AldousBroder,Horizontal,Q-Student,0.06,0.54,40,22,31
27x21_AB_3,"(27, 21)",AldousBroder,Horizontal,Q-Explorer,0.06,0.54,40,22,168
27x21_BT_1,"(27, 21)",BinaryTree,Horizontal,Q-Determinative,0.06,0.55,33,24,93
27x21_BT_1,"(27, 21)",BinaryTree,Horizontal,Q-Student,0.06,0.55,33,24,34
27x21_BT_1,"(27, 21)",BinaryTree,Horizontal,Q-Explorer,0.06,0.55,33,24,168
27x21_BT_2,"(27, 21)",BinaryTree,Horizontal,Q-Determinative,0.06,0.55,38,18,45
27x21_BT_2,"(27, 21)",BinaryTree,Horizontal,Q-Student,0.06,0.55,38,18,28
27x21_BT_2,"(27, 21)",BinaryTree,Horizontal,Q-Explorer,0.06,0.55,38,18,146
27x21_BT_3,"(27, 21)",BinaryTree,Horizontal,Q-Determinative,0.06,0.55,37,22,250
27x21_BT_3,"(27, 21)",BinaryTree,Horizontal,Q-Student,0.06,0.55,37,22,212
27x21_BT_3,"(27, 21)",BinaryTree,Horizontal,Q-Explorer,0.06,0.55,37,17,1844
27x21_DFS_1,"(27, 21)",DFS,Horizontal,Q-Determinative,0.06,0.54,18,102,2362
27x21_DFS_1,"(27, 21)",DFS,Horizontal,Q-Student,0.06,0.54,18,102,2855
27x21_DFS_1,"(27, 21)",DFS,Horizontal,Q-Explorer,0.06,0.54,18,102,2507
27x21_DFS_2,"(27, 21)",DFS,Horizontal,Q-Determinative,0.06,0.54,17,46,205
27x21_DFS_2,"(27, 21)",DFS,Horizontal,Q-Student,0.06,0.54,17,46,119
27x21_DFS_2,"(27, 21)",DFS,Horizontal,Q-Explorer,0.06,0.54,17,46,317
27x21_DFS_3,"(27, 21)",DFS,Horizontal,Q-Determinative,0.06,0.54,16,94,2299
27x21_DFS_3,"(27, 21)",DFS,Horizontal,Q-Student,0.06,0.54,16,75,1632
27x21_DFS_3,"(27, 21)",DFS,Horizontal,Q-Explorer,0.06,0.54,16,75,2431
27x23_AB_1,"(27, 23)",AldousBroder,Horizontal,Q-Determinative,0.06,0.54,44,88,1420
27x23_AB_1,"(27, 23)",AldousBroder,Horizontal,Q-Student,0.06,0.54,44,88,926
27x23_AB_1,"(27, 23)",AldousBroder,Horizontal,Q-Explorer,0.06,0.54,44,88,1609
27x23_AB_2,"(27, 23)",AldousBroder,Horizontal,Q-Determinative,0.06,0.54,38,50,197
27x23_AB_2,"(27, 23)",AldousBroder,Horizontal,Q-Student,0.06,0.54,38,50,107
27x23_AB_2,"(27, 23)",AldousBroder,Horizontal,Q-Explorer,0.06,0.54,38,50,365
27x23_AB_3,"(27, 23)",AldousBroder,Horizontal,Q-Determinative,0.06,0.54,43,42,164
27x23_AB_3,"(27, 23)",AldousBroder,Horizontal,Q-Student,0.06,0.54,43,42,80
27x23_AB_3,"(27, 23)",AldousBroder,Horizontal,Q-Explorer,0.06,0.54,43,42,319
27x23_BT_1,"(27, 23)",BinaryTree,Horizontal,Q-Determinative,0.06,0.54,32,16,34
27x23_BT_1,"(27, 23)",BinaryTree,Horizontal,Q-Student,0.06,0.54,32,16,24
27x23_BT_1,"(27, 23)",BinaryTree,Horizontal,Q-Explorer,0.06,0.54,32,16,121
27x23_BT_2,"(27, 23)",BinaryTree,Horizontal,Q-Determinative,0.06,0.54,35,32,142
27x23_BT_2,"(27, 23)",BinaryTree,Horizontal,Q-Student,0.06,0.54,35,32,62
27x23_BT_2,"(27, 23)",BinaryTree,Horizontal,Q-Explorer,0.06,0.54,35,32,243
27x23_BT_3,"(27, 23)",BinaryTree,Horizontal,Q-Determinative,0.06,0.54,38,18,679
27x23_BT_3,"(27, 23)",BinaryTree,Horizontal,Q-Student,0.06,0.54,38,18,105
27x23_BT_3,"(27, 23)",BinaryTree,Horizontal,Q-Explorer,0.06,0.54,38,18,208
27x23_DFS_1,"(27, 23)",DFS,Horizontal,Q-Determinative,0.06,0.54,16,0,5000
27x23_DFS_1,"(27, 23)",DFS,Horizontal,Q-Student,0.06,0.54,16,0,5000
27x23_DFS_1,"(27, 23)",DFS,Horizontal,Q-Explorer,0.06,0.54,16,0,5000
27x23_DFS_2,"(27, 23)",DFS,Horizontal,Q-Determinative,0.06,0.54,15,89,3282
27x23_DFS_2,"(27, 23)",DFS,Horizontal,Q-Student,0.06,0.54,15,22,4720
27x23_DFS_2,"(27, 23)",DFS,Horizontal,Q-Explorer,0.06,0.54,15,67,4364
27x23_DFS_3,"(27, 23)",DFS,Horizontal,Q-Determinative,0.08,0.54,15,80,1106
27x23_DFS_3,"(27, 23)",DFS,Horizontal,Q-Student,0.08,0.54,15,80,414
27x23_DFS_3,"(27, 23)",DFS,Horizontal,Q-Explorer,0.08,0.54,15,80,937
27x25_AB_1,"(27, 25)",AldousBroder,Horizontal,Q-Determinative,0.06,0.54,41,80,536
27x25_AB_1,"(27, 25)",AldousBroder,Horizontal,Q-Student,0.06,0.54,41,80,648
27x25_AB_1,"(27, 25)",AldousBroder,Horizontal,Q-Explorer,0.06,0.54,41,80,1298
27x25_AB_2,"(27, 25)",AldousBroder,Horizontal,Q-Determinative,0.06,0.54,48,30,124
27x25_AB_2,"(27, 25)",AldousBroder,Horizontal,Q-Student,0.06,0.54,48,30,46
27x25_AB_2,"(27, 25)",AldousBroder,Horizontal,Q-Explorer,0.06,0.54,48,30,210
27x25_AB_3,"(27, 25)",AldousBroder,Horizontal,Q-Determinative,0.06,0.54,54,26,100
27x25_AB_3,"(27, 25)",AldousBroder,Horizontal,Q-Student,0.06,0.54,54,26,41
27x25_AB_3,"(27, 25)",AldousBroder,Horizontal,Q-Explorer,0.06,0.54,54,26,210
27x25_BT_1,"(27, 25)",BinaryTree,Horizontal,Q-Determinative,0.06,0.54,44,26,109
27x25_BT_1,"(27, 25)",BinaryTree,Horizontal,Q-Student,0.06,0.54,44,26,49
27x25_BT_1,"(27, 25)",BinaryTree,Horizontal,Q-Explorer,0.06,0.54,44,26,216
27x25_BT_2,"(27, 25)",BinaryTree,Horizontal,Q-Determinative,0.06,0.54,43,15,2212
27x25_BT_2,"(27, 25)",BinaryTree,Horizontal,Q-Student,0.06,0.54,43,20,1238
27x25_BT_2,"(27, 25)",BinaryTree,Horizontal,Q-Explorer,0.06,0.54,43,20,1388
27x25_BT_3,"(27, 25)",BinaryTree,Horizontal,Q-Determinative,0.06,0.54,40,18,2385
27x25_BT_3,"(27, 25)",BinaryTree,Horizontal,Q-Student,0.06,0.54,40,18,4322
27x25_BT_3,"(27, 25)",BinaryTree,Horizontal,Q-Explorer,0.06,0.54,40,6,4213
27x25_DFS_1,"(27, 25)",DFS,Horizontal,Q-Determinative,0.06,0.54,15,0,5000
27x25_DFS_1,"(27, 25)",DFS,Horizontal,Q-Student,0.06,0.54,15,0,5000
27x25_DFS_1,"(27, 25)",DFS,Horizontal,Q-Explorer,0.06,0.54,15,0,5000
27x25_DFS_2,"(27, 25)",DFS,Horizontal,Q-Determinative,0.06,0.54,18,67,3932
27x25_DFS_2,"(27, 25)",DFS,Horizontal,Q-Student,0.06,0.54,18,67,3607
27x25_DFS_2,"(27, 25)",DFS,Horizontal,Q-Explorer,0.06,0.54,18,89,3359
27x25_DFS_3,"(27, 25)",DFS,Horizontal,Q-Determinative,0.06,0.54,14,30,123
27x25_DFS_3,"(27, 25)",DFS,Horizontal,Q-Student,0.06,0.54,14,30,51
27x25_DFS_3,"(27, 25)",DFS,Horizontal,Q-Explorer,0.06,0.54,14,30,208
27x27_AB_1,"(27, 27)",AldousBroder,Square,Q-Determinative,0.06,0.54,54,70,322
27x27_AB_1,"(27, 27)",AldousBroder,Square,Q-Student,0.06,0.54,54,70,315
27x27_AB_1,"(27, 27)",AldousBroder,Square,Q-Explorer,0.06,0.54,54,70,545
27x27_AB_2,"(27, 27)",AldousBroder,Square,Q-Determinative,0.07,0.54,50,68,1486
27x27_AB_2,"(27, 27)",AldousBroder,Square,Q-Student,0.07,0.54,50,86,1234
27x27_AB_2,"(27, 27)",AldousBroder,Square,Q-Explorer,0.07,0.54,50,86,1541
27x27_AB_3,"(27, 27)",AldousBroder,Square,Q-Determinative,0.07,0.54,47,84,468
27x27_AB_3,"(27, 27)",AldousBroder,Square,Q-Student,0.07,0.54,47,84,506
27x27_AB_3,"(27, 27)",AldousBroder,Square,Q-Explorer,0.07,0.54,47,84,1183
27x27_BT_1,"(27, 27)",BinaryTree,Square,Q-Determinative,0.06,0.54,46,20,1760
27x27_BT_1,"(27, 27)",BinaryTree,Square,Q-Student,0.06,0.54,46,26,173
27x27_BT_1,"(27, 27)",BinaryTree,Square,Q-Explorer,0.06,0.54,46,20,1772
27x27_BT_2,"(27, 27)",BinaryTree,Square,Q-Determinative,0.06,0.55,51,16,48
27x27_BT_2,"(27, 27)",BinaryTree,Square,Q-Student,0.06,0.55,51,16,23
27x27_BT_2,"(27, 27)",BinaryTree,Square,Q-Explorer,0.06,0.55,51,16,125
27x27_BT_3,"(27, 27)",BinaryTree,Square,Q-Determinative,0.06,0.54,51,16,50
27x27_BT_3,"(27, 27)",BinaryTree,Square,Q-Student,0.06,0.54,51,16,22
27x27_BT_3,"(27, 27)",BinaryTree,Square,Q-Explorer,0.06,0.54,51,16,99
27x27_DFS_1,"(27, 27)",DFS,Square,Q-Determinative,0.06,0.54,19,0,5000
27x27_DFS_1,"(27, 27)",DFS,Square,Q-Student,0.06,0.54,19,0,5000
27x27_DFS_1,"(27, 27)",DFS,Square,Q-Explorer,0.06,0.54,19,0,5000
27x27_DFS_2,"(27, 27)",DFS,Square,Q-Determinative,0.06,0.54,18,0,5000
27x27_DFS_2,"(27, 27)",DFS,Square,Q-Student,0.06,0.54,18,0,5000
27x27_DFS_2,"(27, 27)",DFS,Square,Q-Explorer,0.06,0.54,18,0,5000
27x27_DFS_3,"(27, 27)",DFS,Square,Q-Determinative,0.06,0.54,20,48,3509
27x27_DFS_3,"(27, 27)",DFS,Square,Q-Student,0.06,0.54,20,24,4566
27x27_DFS_3,"(27, 27)",DFS,Square,Q-Explorer,0.06,0.54,20,48,4096
27x29_AB_1,"(27, 29)",AldousBroder,Vertical,Q-Determinative,0.05,0.54,53,64,374
27x29_AB_1,"(27, 29)",AldousBroder,Vertical,Q-Student,0.05,0.54,53,64,182
27x29_AB_1,"(27, 29)",AldousBroder,Vertical,Q-Explorer,0.05,0.54,53,64,751
27x29_AB_2,"(27, 29)",AldousBroder,Vertical,Q-Determinative,0.05,0.54,56,72,309
27x29_AB_2,"(27, 29)",AldousBroder,Vertical,Q-Student,0.05,0.54,56,72,261
27x29_AB_2,"(27, 29)",AldousBroder,Vertical,Q-Explorer,0.05,0.54,56,72,658
27x29_AB_3,"(27, 29)",AldousBroder,Vertical,Q-Determinative,0.05,0.54,48,88,2588
27x29_AB_3,"(27, 29)",AldousBroder,Vertical,Q-Student,0.05,0.54,48,88,2108
27x29_AB_3,"(27, 29)",AldousBroder,Vertical,Q-Explorer,0.05,0.54,48,44,3955
27x29_BT_1,"(27, 29)",BinaryTree,Vertical,Q-Determinative,0.05,0.55,46,36,168
27x29_BT_1,"(27, 29)",BinaryTree,Vertical,Q-Student,0.05,0.55,46,36,63
27x29_BT_1,"(27, 29)",BinaryTree,Vertical,Q-Explorer,0.05,0.55,46,36,238
27x29_BT_2,"(27, 29)",BinaryTree,Vertical,Q-Determinative,0.05,0.54,53,22,101
27x29_BT_2,"(27, 29)",BinaryTree,Vertical,Q-Student,0.05,0.54,53,22,31
27x29_BT_2,"(27, 29)",BinaryTree,Vertical,Q-Explorer,0.05,0.54,53,22,174
27x29_BT_3,"(27, 29)",BinaryTree,Vertical,Q-Determinative,0.05,0.54,46,50,202
27x29_BT_3,"(27, 29)",BinaryTree,Vertical,Q-Student,0.05,0.54,46,50,127
27x29_BT_3,"(27, 29)",BinaryTree,Vertical,Q-Explorer,0.05,0.54,46,50,350
27x29_DFS_1,"(27, 29)",DFS,Vertical,Q-Determinative,0.05,0.54,21,27,4294
27x29_DFS_1,"(27, 29)",DFS,Vertical,Q-Student,0.05,0.54,21,0,5000
27x29_DFS_1,"(27, 29)",DFS,Vertical,Q-Explorer,0.05,0.54,21,27,4284
27x29_DFS_2,"(27, 29)",DFS,Vertical,Q-Determinative,0.05,0.54,18,46,4083
27x29_DFS_2,"(27, 29)",DFS,Vertical,Q-Student,0.05,0.54,18,69,2949
27x29_DFS_2,"(27, 29)",DFS,Vertical,Q-Explorer,0.05,0.54,18,69,3046
27x29_DFS_3,"(27, 29)",DFS,Vertical,Q-Determinative,0.05,0.54,22,94,1762
27x29_DFS_3,"(27, 29)",DFS,Vertical,Q-Student,0.05,0.54,22,75,1703
27x29_DFS_3,"(27, 29)",DFS,Vertical,Q-Explorer,0.05,0.54,22,94,1520
27x31_AB_1,"(27, 31)",AldousBroder,Vertical,Q-Determinative,0.05,0.54,54,86,1014
27x31_AB_1,"(27, 31)",AldousBroder,Vertical,Q-Student,0.05,0.54,54,86,1123
27x31_AB_1,"(27, 31)",AldousBroder,Vertical,Q-Explorer,0.05,0.54,54,86,931
27x31_AB_2,"(27, 31)",AldousBroder,Vertical,Q-Determinative,0.05,0.54,63,52,213
27x31_AB_2,"(27, 31)",AldousBroder,Vertical,Q-Student,0.05,0.54,63,52,119
27x31_AB_2,"(27, 31)",AldousBroder,Vertical,Q-Explorer,0.05,0.54,63,52,359
27x31_AB_3,"(27, 31)",AldousBroder,Vertical,Q-Determinative,0.05,0.54,60,56,193
27x31_AB_3,"(27, 31)",AldousBroder,Vertical,Q-Student,0.05,0.54,60,56,138
27x31_AB_3,"(27, 31)",AldousBroder,Vertical,Q-Explorer,0.05,0.54,60,56,463
27x31_BT_1,"(27, 31)",BinaryTree,Vertical,Q-Determinative,0.05,0.53,51,18,59
27x31_BT_1,"(27, 31)",BinaryTree,Vertical,Q-Student,0.05,0.53,51,18,32
27x31_BT_1,"(27, 31)",BinaryTree,Vertical,Q-Explorer,0.05,0.53,51,18,136
27x31_BT_2,"(27, 31)",BinaryTree,Vertical,Q-Determinative,0.05,0.54,53,22,102
27x31_BT_2,"(27, 31)",BinaryTree,Vertical,Q-Student,0.05,0.54,53,22,40
27x31_BT_2,"(27, 31)",BinaryTree,Vertical,Q-Explorer,0.05,0.54,53,22,154
27x31_BT_3,"(27, 31)",BinaryTree,Vertical,Q-Determinative,0.05,0.54,47,20,78
27x31_BT_3,"(27, 31)",BinaryTree,Vertical,Q-Student,0.05,0.54,47,20,35
27x31_BT_3,"(27, 31)",BinaryTree,Vertical,Q-Explorer,0.05,0.54,47,20,149
27x31_DFS_1,"(27, 31)",DFS,Vertical,Q-Determinative,0.05,0.54,22,0,5000
27x31_DFS_1,"(27, 31)",DFS,Vertical,Q-Student,0.05,0.54,22,0,5000
27x31_DFS_1,"(27, 31)",DFS,Vertical,Q-Explorer,0.05,0.54,22,27,4527
27x31_DFS_2,"(27, 31)",DFS,Vertical,Q-Determinative,0.07,0.54,27,0,5000
27x31_DFS_2,"(27, 31)",DFS,Vertical,Q-Student,0.07,0.54,27,52,4173
27x31_DFS_2,"(27, 31)",DFS,Vertical,Q-Explorer,0.07,0.54,27,0,5000
27x31_DFS_3,"(27, 31)",DFS,Vertical,Q-Determinative,0.05,0.54,23,0,5000
27x31_DFS_3,"(27, 31)",DFS,Vertical,Q-Student,0.05,0.54,23,0,5000
27x31_DFS_3,"(27, 31)",DFS,Vertical,Q-Explorer,0.05,0.54,23,0,5000
29x11_AB_1,"(29, 11)",AldousBroder,Horizontal,Q-Determinative,0.15,0.56,20,38,173
29x11_AB_1,"(29, 11)",AldousBroder,Horizontal,Q-Student,0.15,0.56,20,38,65
29x11_AB_1,"(29, 11)",AldousBroder,Horizontal,Q-Explorer,0.15,0.56,20,38,303
29x11_AB_2,"(29, 11)",AldousBroder,Horizontal,Q-Determinative,0.17,0.56,20,26,105
29x11_AB_2,"(29, 11)",AldousBroder,Horizontal,Q-Student,0.17,0.56,20,26,41
29x11_AB_2,"(29, 11)",AldousBroder,Horizontal,Q-Explorer,0.17,0.56,20,26,187
29x11_AB_3,"(29, 11)",AldousBroder,Horizontal,Q-Determinative,0.15,0.56,18,16,54
29x11_AB_3,"(29, 11)",AldousBroder,Horizontal,Q-Student,0.15,0.56,18,16,20
29x11_AB_3,"(29, 11)",AldousBroder,Horizontal,Q-Explorer,0.15,0.56,18,16,119
29x11_BT_1,"(29, 11)",BinaryTree,Horizontal,Q-Determinative,0.2,0.57,21,16,40
29x11_BT_1,"(29, 11)",BinaryTree,Horizontal,Q-Student,0.2,0.57,21,16,21
29x11_BT_1,"(29, 11)",BinaryTree,Horizontal,Q-Explorer,0.2,0.57,21,16,128
29x11_BT_2,"(29, 11)",BinaryTree,Horizontal,Q-Determinative,0.17,0.57,17,28,91
29x11_BT_2,"(29, 11)",BinaryTree,Horizontal,Q-Student,0.17,0.57,17,28,42
29x11_BT_2,"(29, 11)",BinaryTree,Horizontal,Q-Explorer,0.17,0.57,17,28,228
29x11_BT_3,"(29, 11)",BinaryTree,Horizontal,Q-Determinative,0.11,0.57,19,20,73
29x11_BT_3,"(29, 11)",BinaryTree,Horizontal,Q-Student,0.11,0.57,19,20,30
29x11_BT_3,"(29, 11)",BinaryTree,Horizontal,Q-Explorer,0.11,0.57,19,20,118
29x11_DFS_1,"(29, 11)",DFS,Horizontal,Q-Determinative,0.15,0.56,9,52,225
29x11_DFS_1,"(29, 11)",DFS,Horizontal,Q-Student,0.15,0.56,9,52,109
29x11_DFS_1,"(29, 11)",DFS,Horizontal,Q-Explorer,0.15,0.56,9,52,380
29x11_DFS_2,"(29, 11)",DFS,Horizontal,Q-Determinative,0.18,0.56,11,48,212
29x11_DFS_2,"(29, 11)",DFS,Horizontal,Q-Student,0.18,0.56,11,48,118
29x11_DFS_2,"(29, 11)",DFS,Horizontal,Q-Explorer,0.18,0.56,11,48,314
29x11_DFS_3,"(29, 11)",DFS,Horizontal,Q-Determinative,0.13,0.56,11,94,1424
29x11_DFS_3,"(29, 11)",DFS,Horizontal,Q-Student,0.13,0.56,11,94,1113
29x11_DFS_3,"(29, 11)",DFS,Horizontal,Q-Explorer,0.13,0.56,11,94,2298
29x13_AB_1,"(29, 13)",AldousBroder,Horizontal,Q-Determinative,0.07,0.56,26,56,224
29x13_AB_1,"(29, 13)",AldousBroder,Horizontal,Q-Student,0.07,0.56,26,56,145
29x13_AB_1,"(29, 13)",AldousBroder,Horizontal,Q-Explorer,0.07,0.56,26,56,433
29x13_AB_2,"(29, 13)",AldousBroder,Horizontal,Q-Determinative,0.07,0.56,26,32,127
29x13_AB_2,"(29, 13)",AldousBroder,Horizontal,Q-Student,0.07,0.56,26,32,46
29x13_AB_2,"(29, 13)",AldousBroder,Horizontal,Q-Explorer,0.07,0.56,26,32,217
29x13_AB_3,"(29, 13)",AldousBroder,Horizontal,Q-Determinative,0.07,0.56,21,16,55
29x13_AB_3,"(29, 13)",AldousBroder,Horizontal,Q-Student,0.07,0.56,21,16,23
29x13_AB_3,"(29, 13)",AldousBroder,Horizontal,Q-Explorer,0.07,0.56,21,16,106
29x13_BT_1,"(29, 13)",BinaryTree,Horizontal,Q-Determinative,0.07,0.56,23,16,71
29x13_BT_1,"(29, 13)",BinaryTree,Horizontal,Q-Student,0.07,0.56,23,16,21
29x13_BT_1,"(29, 13)",BinaryTree,Horizontal,Q-Explorer,0.07,0.56,23,16,123
29x13_BT_2,"(29, 13)",BinaryTree,Horizontal,Q-Determinative,0.07,0.56,23,20,90
29x13_BT_2,"(29, 13)",BinaryTree,Horizontal,Q-Student,0.07,0.56,23,20,28
29x13_BT_2,"(29, 13)",BinaryTree,Horizontal,Q-Explorer,0.07,0.56,23,20,143
29x13_BT_3,"(29, 13)",BinaryTree,Horizontal,Q-Determinative,0.07,0.56,23,30,123
29x13_BT_3,"(29, 13)",BinaryTree,Horizontal,Q-Student,0.07,0.56,23,30,49
29x13_BT_3,"(29, 13)",BinaryTree,Horizontal,Q-Explorer,0.07,0.56,23,30,213
29x13_DFS_1,"(29, 13)",DFS,Horizontal,Q-Determinative,0.07,0.56,13,60,370
29x13_DFS_1,"(29, 13)",DFS,Horizontal,Q-Student,0.07,0.56,13,60,199
29x13_DFS_1,"(29, 13)",DFS,Horizontal,Q-Explorer,0.07,0.56,13,60,527
29x13_DFS_2,"(29, 13)",DFS,Horizontal,Q-Determinative,0.07,0.56,11,90,1620
29x13_DFS_2,"(29, 13)",DFS,Horizontal,Q-Student,0.07,0.56,11,90,2367
29x13_DFS_2,"(29, 13)",DFS,Horizontal,Q-Explorer,0.07,0.56,11,72,2470
29x13_DFS_3,"(29, 13)",DFS,Horizontal,Q-Determinative,0.07,0.56,11,68,380
29x13_DFS_3,"(29, 13)",DFS,Horizontal,Q-Student,0.07,0.56,11,68,212
29x13_DFS_3,"(29, 13)",DFS,Horizontal,Q-Explorer,0.07,0.56,11,68,591
29x15_AB_1,"(29, 15)",AldousBroder,Horizontal,Q-Determinative,0.12,0.55,28,38,178
29x15_AB_1,"(29, 15)",AldousBroder,Horizontal,Q-Student,0.12,0.55,28,38,66
29x15_AB_1,"(29, 15)",AldousBroder,Horizontal,Q-Explorer,0.12,0.55,28,38,274
29x15_AB_2,"(29, 15)",AldousBroder,Horizontal,Q-Determinative,0.15,0.55,32,44,175
29x15_AB_2,"(29, 15)",AldousBroder,Horizontal,Q-Student,0.15,0.55,32,44,79
29x15_AB_2,"(29, 15)",AldousBroder,Horizontal,Q-Explorer,0.15,0.55,32,44,309
29x15_AB_3,"(29, 15)",AldousBroder,Horizontal,Q-Determinative,0.14,0.55,28,34,168
29x15_AB_3,"(29, 15)",AldousBroder,Horizontal,Q-Student,0.14,0.55,28,34,56
29x15_AB_3,"(29, 15)",AldousBroder,Horizontal,Q-Explorer,0.14,0.55,28,34,214
29x15_BT_1,"(29, 15)",BinaryTree,Horizontal,Q-Determinative,0.09,0.56,27,34,182
29x15_BT_1,"(29, 15)",BinaryTree,Horizontal,Q-Student,0.09,0.56,27,34,67
29x15_BT_1,"(29, 15)",BinaryTree,Horizontal,Q-Explorer,0.09,0.56,27,34,257
29x15_BT_2,"(29, 15)",BinaryTree,Horizontal,Q-Determinative,0.07,0.55,29,14,33
29x15_BT_2,"(29, 15)",BinaryTree,Horizontal,Q-Student,0.07,0.55,29,14,19
29x15_BT_2,"(29, 15)",BinaryTree,Horizontal,Q-Explorer,0.07,0.55,29,14,77
29x15_BT_3,"(29, 15)",BinaryTree,Horizontal,Q-Determinative,0.12,0.56,25,18,43
29x15_BT_3,"(29, 15)",BinaryTree,Horizontal,Q-Student,0.12,0.56,25,18,24
29x15_BT_3,"(29, 15)",BinaryTree,Horizontal,Q-Explorer,0.12,0.56,25,18,120
29x15_DFS_1,"(29, 15)",DFS,Horizontal,Q-Determinative,0.15,0.55,13,74,460
29x15_DFS_1,"(29, 15)",DFS,Horizontal,Q-Student,0.15,0.55,13,74,296
29x15_DFS_1,"(29, 15)",DFS,Horizontal,Q-Explorer,0.15,0.55,13,74,791
29x15_DFS_2,"(29, 15)",DFS,Horizontal,Q-Determinative,0.1,0.55,11,48,250
29x15_DFS_2,"(29, 15)",DFS,Horizontal,Q-Student,0.1,0.55,11,48,86
29x15_DFS_2,"(29, 15)",DFS,Horizontal,Q-Explorer,0.1,0.55,11,48,326
29x15_DFS_3,"(29, 15)",DFS,Horizontal,Q-Determinative,0.12,0.55,16,26,4289
29x15_DFS_3,"(29, 15)",DFS,Horizontal,Q-Student,0.12,0.55,16,26,4046
29x15_DFS_3,"(29, 15)",DFS,Horizontal,Q-Explorer,0.12,0.55,16,0,5000
29x17_AB_1,"(29, 17)",AldousBroder,Horizontal,Q-Determinative,0.06,0.55,27,24,93
29x17_AB_1,"(29, 17)",AldousBroder,Horizontal,Q-Student,0.06,0.55,27,24,39
29x17_AB_1,"(29, 17)",AldousBroder,Horizontal,Q-Explorer,0.06,0.55,27,24,167
29x17_AB_2,"(29, 17)",AldousBroder,Horizontal,Q-Determinative,0.06,0.55,38,34,170
29x17_AB_2,"(29, 17)",AldousBroder,Horizontal,Q-Student,0.06,0.55,38,34,56
29x17_AB_2,"(29, 17)",AldousBroder,Horizontal,Q-Explorer,0.06,0.55,38,34,260
29x17_AB_3,"(29, 17)",AldousBroder,Horizontal,Q-Determinative,0.06,0.55,31,32,154
29x17_AB_3,"(29, 17)",AldousBroder,Horizontal,Q-Student,0.06,0.55,31,32,49
29x17_AB_3,"(29, 17)",AldousBroder,Horizontal,Q-Explorer,0.06,0.55,31,32,254
29x17_BT_1,"(29, 17)",BinaryTree,Horizontal,Q-Determinative,0.06,0.56,32,26,85
29x17_BT_1,"(29, 17)",BinaryTree,Horizontal,Q-Student,0.06,0.56,32,26,37
29x17_BT_1,"(29, 17)",BinaryTree,Horizontal,Q-Explorer,0.06,0.56,32,26,199
29x17_BT_2,"(29, 17)",BinaryTree,Horizontal,Q-Determinative,0.06,0.56,28,20,63
